Text,URL
"They rent the game for a few years. They rent their places in it. Then their uniforms go back on the pile, their lockers named for somebody else. Much as they try to convince you -- or, really, themselves -- otherwise, there is no such thing as immortality. There is, at best, some old friends, a few beers and a regular pension check.

All those inches they won along the way, the ones they believed put people in their places, that championed the right way to play, that settled imaginary scores and punished artificial offenses, they go back on the pile, too. The next generation doesn’t benefit from those inches. Rather it is burdened by them, these musty and self-important acts of intimidation and vengeance that are, in reality, only childish and temporary.

Where it ends is with a fistful of jersey and a hollered, bug-eyed threat, young men and old men gaining and losing an inch of turf and superiority that won’t last, that can’t be defended, that isn’t worth the effort or the consequences of it. And then they have the audacity to say you don’t get it.

I mean, when did we start caring so much about the other guy? What he’s doing? What he’s saying? How he’s conducting himself? Who he answers to?

“Let the kids play” has become an anthem for the next baseball generation, a glorious idea in the macro that in the micro will earn a behind-the-neck fastball. So your kids are playful. Theirs are disrespectful. Your kids are expressing joy born of the game, of the neighborhood, of the culture. Theirs need to learn a little lesson in decorum.

There’s no winning that.

And Tim Anderson, the .422-hitting, 25-year-old shortstop for the Chicago White Sox who heaved a bat responsible for a home run, will sit for a game, not because he heaved a bat, but because he defended himself for doing it. Major League Baseball is not the culprit here. The rest of the kids are. The Kansas City Royals, who helped raise this generation before turning on it, which is so roaringly hypocritical but another topic entirely, came en masse for their inch of ground. Anderson called one of the Royals, who is white, the N-word coupled with other modifiers, because, well, who knows, except nobody’s allowed to back up. Ever.",https://sports.yahoo.com/far-more-worrisome-than-tim-andersons-vocabulary-were-the-events-leading-to-it-223524979.html
"Aroldis Chapman was nicknamed the Cuban Missile for a reason. The Yankees’ lanky left-handed closer from the Caribbean island has long been the most prominent face of the velocity explosion in modern baseball. Ever since he broke into the major leagues in 2010, few pitchers could match his 100-miles-per-hour fastball.

Until last season. A month on the injured list with left knee tendinitis sapped some power, and his average fastball speed dipped slightly from the previous season, to 98.9 m.p.h. He was still among the hardest throwers in baseball, but for the first time since 2013, Chapman was not tops: St. Louis Cardinals relief pitcher Jordan Hicks, nine years younger, claimed the title with a 100.5-m.p.h. average, according to Fangraphs.

“That’s no problem for me,” Chapman, 31, said in Spanish recently, adding later: “I’m not 20 or 22 anymore. The years pile up — not by choice.”

So some eyebrows, including those of the injured and inconsistent Yankees, were understandably raised when Chapman began this season — albeit in the early April chill of the Northeast — throwing fastballs as slow as 92 m.p.h. It was yet another potentially worrying issue for a Yankees bullpen that has not lived up to lofty expectations, and for the depleted roster in general.",https://www.nytimes.com/2019/04/19/sports/yankees-aroldis-chapman-velocity.html
"UCLA (27-6) is ranked No. 1 in the latest Collegiate Baseball NCAA Div. I baseball poll presented by Big League Chew.  

The Bruins, winners of six straight, swept a 3-game series at home against East Carolina over the weekend. This is the second straight week UCLA has been at the top of the poll.

The Bruins are second in the nation with a staff ERA of 2.64. UCLA (9-3 in the Pac-12 Conference) is averaging 6.4 runs per game and has a .980 fielding percentage.Lake Travis (Austin, TX) remains No. 1 in the latest Collegiate Baseball National High School Poll presented by Diamond Pro with a 22-1 record.

Despite a recent 9-5 loss to Akins (Austin, TX), Lake Travis kept the top spot due to a number of other quality teams posting losses the past two weeks.

The Cavaliers are hitting .346 led by 3B Brett Baty (.630, 10 HR, 29 RBI) and RF/1B Austin Plante (.452, 8 2B, 4 3B, 4 HR, 28 RBI).

The pitching staff has posted a 1.47 team ERA led by Jimmy Lewis (5-0, 0.68 ERA, 44 K, 9 BB, 30.2 IP).",http://baseballnews.com/
"Mookie Betts: trade chip? Such is the terrifying universe posited by Red Sox lefty David Price amid his team’s brutal 6–13 start to the season. “If we don’t start playing better, J.D. Martinez, Mookie Betts, maybe myself, we could get traded,” Price told the Boston Globe’s Alex Speier following Boston’s series loss to the Yankees. “We’re what, 30th in minor league systems? We’re dead last. We don’t play better, Mookie Betts will be traded, J.D. Martinez will be traded. It will be tough for a while here.”

How serious Price is about this apocalyptic vision is unclear, but the doom and gloom is warranted. The Red Sox have the third-worst record and second-worst run differential (-42) in the majors, better only than the Marlins, and trail the first-place Rays by eight games in the AL East. Per FanGraphs, their playoff odds are down to a mere 50.7%, and their division chances look completely shot at 15.1%.


Things on the farm are indeed pretty dire. The Red Sox are last in both Baseball America’s and Baseball Propsectus’ organizational rankings, though they finished 24th in Keith Law’s rankings for ESPN. A few upgrades may be in order.",https://www.si.com/mlb/2019/04/19/red-sox-mookie-betts-trade-david-price
"DENVER — Charlie Blackmon hit a two-out, two-run home run in the 12th inning, and the Colorado Rockies beat Philadelphia 4-3 on Friday night in a game that saw two Phillies players leave early due to injuries.

Bryce Harper hit a two-out, RBI double in the top of the 12th — his fifth hit of the night — off Chad Bettis (1-2) to put the Phillies on top by a run.

Juan Nicasio (0-1) issued a one-out walk to Tony Wolters but Blackmon then drove his 1-2 pitch into the visitors' bullpen beyond the center-field fence for his second career game-ending home run. It was the Rockies' sixth straight win over the Phillies dating to last season. Blackmon was swarmed by his teammates as he crossed home plate.

BOX SCORE: ROCKIES 4, PHILLIES 3, 12 INNINGS

The Phillies lost shortstop Scott Kingery midway through the fourth after he suffered a strained right hamstring while legging out his inning-ending fielder's choice. Andrew McCutchen, aboard with a walk, left in the top of the sixth after advancing to second base on Phil Gosselin's single with what the team later said was inflammation in his left knee.

The Phillies stranded 19 runners in the game, including leaving the bases loaded three times.

The Rockies were down 2-0 and struggling to get their bats going against Vince Velasquez, who had a season-high eight strikeouts in 5 2/3 innings, before Story got them on the board with a 459-foot homer onto the concourse behind the left-field bleachers.

Ian Desmond hit a two-out double — he was initially ruled out but a replay review showed Desmond slid inside second baseman Cesar Hernandez's tag — and Garrett Hampson followed with a broken-bat RBI double to even the score and chase Velasquez.

Colorado starter German Marquez, coming off his first career shutout last Sunday at San Francisco, labored through five innings. He gave up Rhys Hoskins' RBI single in the first and J.T. Realmuto's sacrifice fly in the fifth.

TRAINER'S ROOM

Phillies: SS Jean Segura missed a third straight game with a strained left hamstring. He suffered the injury Tuesday against the New York Mets. Segura leads the Phillies in hits this season with 22. ... Kingery, who had started in place of the injured Segura, was replaced in the field by Gosselin. Pinch-runner Aaron Altherr replaced McCutchen.

Rockies: LHP Tyler Anderson, on the 10-day injured list since April 7 with left knee inflammation, is making good progress in his rehab and he could return to the rotation as soon as Monday. Manager Bud Black said no final decision has been made.",https://www.msn.com/en-us/sports/mlb/blackmons-2-run-hr-in-12th-lifts-rockies-past-phillies-4-3/ar-BBW7CBO
"Gonzales allowed three runs on eight hits and two walks while striking out six over seven innings in a no-decision against the Angels on Friday.
ANALYSIS
Subscribe now to instantly reveal our take on this news.
Joey Wendle
Responds well to back-to-back games
2BTampa Bay Rays
HAMSTRING
April 19, 2019
Wendle reported feeling ready for activation after his hamstring tolerated back-to-back extended spring games well this week, Juan Toribio of MLB.com reports. ""I feel good. I feel healthy,"" Wendle said. ""I was able to make some plays and some instinctual things without even thinking about my hamstring, so I think that's the goal.""
ANALYSIS
Subscribe now to instantly reveal our take on this news.
German Marquez
Escapes serious damage at home
PColorado Rockies
April 19, 2019
Marquez didn't factor into the decision in Friday's 4-3 extra-innings win over the Phillies, giving up two runs on 10 hits and two walks over five innings while striking out five.
ANALYSIS
Subscribe now to instantly reveal our take on this news.
Bryce Harper
Big night in Coors
OFPhiladelphia Phillies
April 19, 2019
Harper went 5-for-7 with two doubles, a run scored and an RBI in Friday's 4-3 extra-innings loss to the Rockies.
ANALYSIS
Subscribe now to instantly reveal our take on this news.
Vince Velasquez
Solid in no-decision
PPhiladelphia Phillies
April 19, 2019
Velasquez didn't factor into the decision in Friday's 4-3 extra-innings loss to the Rockies, allowing two runs on seven hits and a walk over 5.2 innings while striking out eight.
ANALYSIS
Subscribe now to instantly reveal our take on this news.",https://www.rotowire.com/baseball/news.php
"An Opening Day note from Jewish Baseball News
March 28, 2019
By Scott Barancik, editor

It’s Opening Day of the 2019 Major League Baseball season, and Jewish Baseball News wants to welcome you to what we hope will be another great year for Members of the Tribe.

One key change you’ll notice at JBN this season is the frequency of posts. In past years, Ron Kaplan of Kaplan’s Korner has blessed us with Daily Pitch, a daily summary of MLB highlights. Unfortunately, a new job has made it impossible for Ron to continue with these posts, as he explains here. So for the foreseeable future, JBN will be posting weekly MLB summaries, much like we do with our popular Minor League Monday series.

On the bright side, we’ll continue to post frequent video highlights and other updates on our Facebook, Twitter and Instagram accounts, so be sure to follow those. And you’ll still be able to track daily Major League stats via the Jewish Box Score shown on our home page.

And now, a few additional notes:

It appears nine Jewish players will be on Opening Day rosters — including Rowdy Tellez, a last-minute addition by the Blue Jays. They include:
Richard Bleier (P), Baltimore Orioles – DL
Ryan Braun (RF/LF), Milwaukee Brewers
Alex Bregman (3B), Houston Astros
Max Fried (P), Atlanta Braves
Ian Kinsler (2B), San Diego Padres
Joc Pederson (CF), Los Angeles Dodgers
Kevin Pillar (CF), Toronto Blue Jays
Robert Stock (P), San Diego Padres
Rowdy Tellez (1B), Toronto Blue Jays
P Dean Kremer, a joint Israeli-American citizen ranked No. 9 on MLB.com’s list of top Orioles prospects, is the subject of this recent article by MLB.com’s Jonathan Mayo. The article includes several short videos of Kremer discussing his pitching mechanics.
P Zack Weiss, a Twins prospect who recently obtained Israeli citizenship, was recently interviewed by Rabbi Jeremy Fine of The Great Rabbino website. Among other topics, Weiss discusses his vexing 2018 MLB debut and how he’s tried to learn from it.
The San Diego Union-Tribune has a fun read about new Padres second baseman Ian Kinsler, who brings both a veteran’s wisdom and a boyish enthusiasm to the field.
Former Major Leaguer and Team Israel star Josh Zeid retired from pro baseball in 2018, but Bo Wulf of The Athletic has written a terrific retrospective on Zeid’s baseball “odyssey” (subscription required). Zeid currently is working as a pitching analyst for the Cubs.",http://www.jewishbaseballnews.com/an-opening-day-note-from-jewish-baseball-news/
"In the meantime, deGrom has been placed on the 10-day injured list (retroactive to April 16). The Mets expect deGrom to return in time for their series against the Brewers on April 26.

“His arm felt significantly better following treatment with our health and performance staff today,” general manager Brodie Van Wagenen said in a statement on Friday. “Even so, Jacob will be evaluated by our medical team in New York on Monday in the abundance of caution.”Callaway said Noah Syndergaard and Steven Matz will remain on turn to pitch Sunday and Monday, respectively. Saturday’s starter in place of deGrom has not yet been announced.

DeGrom underwent Tommy John surgery on the same ailing right elbow in 2010. He suffered a setback in September 2016 – undergoing another surgery due to ulnar nerve damage in his right arm. At the time, former general manager Sandy Alderson described the nerve damage as, “not unusual after Tommy John surgery.”

Although fans should keep their emotions in check before results of the MRI are released, deGrom’s elbow soreness is, at the very least, concerning in the interim.

[More Mets] Mets play it safe, pull Jason Vargas early in nail-biting win over Cards »
The reigning NL Cy Young winner has given up five home runs over his last two starts and has seen his ERA jump to 3.68. Following his last start against the Braves (three earned runs, five innings), deGrom was uneasy about his location.

“I'm not really throwing the ball where I want to right now,” deGrom said on Sunday. “I felt great my first two starts. I don't think it's something that's too far off.”",https://www.nydailynews.com/sports/baseball/mets/ny-jacob-degrom-elbow-mri-20190419-bejxa4doz5gf3l3izkpjdkc5dy-story.html
"JOHNSON CITY, Tenn. (April 19, 2019) – ETSU matched Wofford nearly hit for hit Friday night at Thomas Stadium, but could not keep up scoring-wise as the Terriers defeated ETSU 10-4 to even the three-game series.

ETSU outhit the Terriers 16-15 on the day, but Wofford added five walks to help their production. Both teams stranded 11 runners on base.

For the first time in two seasons, junior pitcher Landon Knack (Johnson City) was tagged with a loss with seven runs allowed over four innings. Prior to the outing, Knack (8-1) had won an impressive 21 straight decisions — 13 at Walters State Community College and eight at ETSU.

Despite allowing 12 hits and only striking out two, Wofford’s Austin Higginbotham (8-2) limited the Bucs to three runs (two earned) in seven innings of work for the win.

ETSU was led by its 3-4 hitters as juniors Cullen Smith (Lebanon) and Jackson Greer (Knoxville) each collected three hits. Smith hit a solo homer as ETSU was down to its last out in the ninth inning.

Wofford took an early 6-2 lead in the first two frames, including a four run second inning. Trailing 7-2 in the bottom of the fourth, ETSU had a late rally going that saw an RBI double from Jake Lyle (Spring Hill) bring new life. ETSU stranded two in scoring position, leaving the tying run on deck to kill the rally.

Wofford went on to add two more runs in the fifth and one in the seventh, while ETSU’s final run came on Smith’s ninth inning homer — his sixth of the season.

Saturday’s showdown will serve as the rubber match and is currently scheduled for Saturday, April 20 at 2 p.m. Follow us on our social media accounts below for updates.

ETSU fans wanting to receive Buccaneer news, score updates, in-game promotions and much more sent to their mobile device can do so by signing up for “Buc Updates.”",http://www.etsubucs.com/baseball/news/2018-19/16155/bucs-stumble-against-wofford-10-4/
"Next Up in Valpo Baseball: The Valparaiso University baseball team will step outside of Missouri Valley Conference play this weekend for a nonconference series at SIU Edwardsville leading into the Easter holiday. The two teams will play a single game on Friday before clashing in a scheduled doubleheader on Saturday.

Last Time Out: Valpo exploded for a season-high 11 runs including three home runs on a sunny day at Emory G. Bauer Field on Tuesday. Keegan Bates went six strong innings in his first career start and the Valpo pitching staff yielded just three hits in an 11-1 win over the Broncos that ended after seven innings due to the 10-run rule. Blake Billinger, Jeremy Drudge and Sam Shaikin all homered for Valpo, while Chase Dawson had three hits. There were several noteworthy occurrences in the Valpo victory.

The 11 runs marked the team’s season high. It was Valpo’s highest single-game run output since beating Dallas Baptist 13-10 in the first round of last year’s MVC Tournament.
Valpo pitching yielded just three hits, the fewest allowed by the team in a single game since May 10, 2015 when Ryan Fritze and Trevor Haas combined on a three-hit shutout of Youngstown State.
The three home runs were the most by a Valpo team since hitting four against those same Broncos last season in Kalamazoo.
On the Air: Live audio and stats for all three games of the series will be available courtesy of SIU Edwardsville Athletics. Links can be found on ValpoAthletics.com. In addition, follow @ValpoBaseball on Twitter for in-game updates.

Series Notes: This will mark the eighth meeting between these two teams with SIUe having won three of the first seven. Valpo prevailed 9-5 on March 20, 2011 in Edwardsville in the most recent matchup.

Double the Fun: When head coach Brian Schmack announced his team’s schedule in November, this weekend featured the only doubleheader on the slate as Valpo and SIU Edwardsville will play two on Saturday in order to enjoy Easter Sunday off. However, doubleheaders have become the norm rather than the exception for Valpo as this will mark the team’s eighth doubleheader of the year with the previous seven coming due to inclement weather that altered weekend series schedules. The team also opened the season with a set at Lipscomb that was shortened to two games due to rain, so the only series all year that has been the scheduled Friday-Saturday-Sunday was March 29-31 at DBU. The seemingly inordinate number of twinbills does have a recent precedent as Valpo played nine doubleheaders in 2017. However, the majority of those were scheduled due to a seven-team Horizon League double-round robin format where teams played five games against each league opponent.",http://www.valpoathletics.com/baseball/news/2018-19/19056/baseball-steps-outside-of-mvc-play-for-series-at-siue/
