URL,Tennis
https://www.atptour.com/en/news/nadal-nishikori-thiem-barcelona-2019-draw-preview,"On Saturday, Rafael Nadal suffered a shock defeat to Fabio Fognini at the Rolex Monte-Carlo Masters. There is no rest for the weary. The Spaniard is right back to work next week at the Barcelona Open Banc Sabadell and is set to face a tricky path from the start.

If Nadal is to lift his 12th trophy in Barcelona, he will have earned it. He finds himself in a loaded half of the draw, with a potential path to the final that includes 15th seed Lucas Pouille, 2018 finalist Stefanos Tsitsipas and 2017 runner-up Dominic Thiem.

Nadal, who opens against either Marius Copil or Leonardo Mayer on the familiar clay-courts of the Real Club de Tenis Barcelona, could face Tsitsipas in the quarter-finals and Thiem in the semis. He defeated the Greek in straight sets in last year's final, with the Austrian enduring the same fate in the 2017 championship.

View Barcelona Draw

Former World No. 3 and longtime rival David Ferrer could square off with Nadal for one last time, with a third-round encounter in the cards. Ferrer, who is playing in the penultimate tournament of his professional career, reached the final four times (2008-09 & 2011-12), falling to his countryman on each occasion. He opens against Mischa Zverev, with Pouille looming in the second round.

Meanwhile, Thiem should not look too far ahead in the draw, with sixth seed Karen Khachanov, #NextGenATP star Frances Tiafoe and home hope Pablo Carreno Busta all residing in his quarter. The third seed will face either Yoshihito Nishioka or Hyeon Chung in his opener. Chung is competing in his first tournament in two months in his recovery from a back injury.

In the bottom half of the draw, second seed Alexander Zverev leads the charge with two former champions posing a threat. Fourth seed and 2014-15 winner Kei Nishikori opens against either Taylor Fritz or Reilly Opelka, with 2010 titlist Fernando Verdasco battling fellow Spanish veteran Feliciano Lopez. They will meet for the 11th time in their 15-year FedEx ATP Head2Head rivalry (tied 5-5).

Nishikori's quarter is loaded with #NextGenATP stars, with Canadians Denis Shapovalov and Felix Auger-Aliassime joining wild card Nicola Kuhn. At the age of 18, Auger-Aliassime is seeded at an ATP Tour event for the first time."
https://www.wtatennis.com/news/halep-and-garcia-win-romania-and-france-even-fed-cup-sf,"ROUEN, France - Looking to put her country in the Fed Cup final for the first time, Simona Halep got off to the perfect start.

Romania's top player downed Kristina Mladenovic in the first singles rubber of the semifinal tie in France, 6-3, 6-1 to give the visitors a 1-0 lead.

From 3-3 in the opening set, Halep won nine of the last 10 games overall.

""It was really difficult to start the match because of the emotions. It was really tough to start the game, to start the tie,"" Halep said on-court after the match.

""I'm really happy with the way I plaed in the second set. It was much better. It's difficult to play against Kristina because she cuts the rhythm and I couldn't find my rhythm. In the end, I felt much better, and I can say I was dominating.""

For the match, she broke Mladenovic five times on a staggering 17 opportunities over the course of one hour and 40 minutes, while hitting 19 winners.

The Frenchwoman saved three break points, all from 0-40, in each of her first two service games before Halep finally came through, winning the fifth game of the opening set to 15.

However, Mladenovic would hit back immediately, breaking in the ensuing Halep service game to level, though it proved to be the only break of serve - and only break point - she'd have in the match.

Though both players logged the same total of winners, the French No.2 struggled with her consistency against Halep's defenses on the indoor clay court, as she racked up 35 unforced errors overall.

Saturday's play concluded with French No.1 Caroline Garcia leveling the tie overall against Romanian No.2 Mihaela Buzarnescu in the second singles rubber, 6-3, 6-3."
https://www.si.com/tennis/2019/04/20/fabio-fognini-reaches-monte-carlo-final-stuns-rafael-nadal,"MONACO — Fabio Fognini ended Rafael Nadal's winning streak at the Monte Carlo Masters, stunning the defending champion 6-4, 6-2 Saturday to reach the final for the first time and hand Nadal his first defeat here since a loss to Novak Djokovic in the 2015 semifinals.

Fognini had beaten Nadal twice before on clay, and also once at the U.S. Open in five sets, but this was arguably the most impressive.

''I have the game to play against him,'' the 13th-seeded Fognini said. ''I had nothing to lose.''

He wasn't concerned if Nadal was out of form.

''That's not the question that I have to answer,'' Fognini said. ''I just say that I played an incredible match.''

Still, the second-ranked Nadal called it ''one of my worst matches in 14 years'' and the 32-year-old Spaniard said it was ''difficult to find an explanation'' for capitulating on his favored clay-court surface."
https://sports.ndtv.com/tennis/wta-miami-open-ashleigh-barty-defeats-karolina-pliskova-to-capture-title-2015422,"Ashleigh Barty's transformation is complete after the Australian defeated Czech fifth seed Karolina Pliskova 7-6 (7/1), 6-3 on Saturday to win the biggest singles title of her career at the WTA Miami Open. The 22-year-old Aussie quit tennis five years ago after finding the mental grind of the tour too much to bear, turning to professional cricket in a bid to find sporting happiness. Barty, however, knew she had the tennis skills to compete at the very top and after returning in February 2016, has taken her career to an elite level, culminating in her first-ever WTA Premier Mandatory title to follow on from the US Open doubles crown she won last September.


Barty, a junior Wimbledon winner at age 15, will rise from 11th to number nine in the world rankings and become the first Australian woman since Sam Stosur in June 2013 to crack the top 10.

""It feels like it's a long time ago now since I took the break and since I came back,"" said Barty, who also reached the doubles semi-finals at the Hard Rock Stadium with Victoria Azarenka.

""It's been a few years now, but I certainly feel like I'm a very different person. I feel like I'm a more complete player, I'm a better player.

""I was an average cricketer and I'm becoming a better tennis player.

""I feel like when I play my best, I'm good enough to match it with the very best in the world.""

Barty hit 15 aces and 41 winners compared to 22 from an out-of-sorts Pliskova.

""I had to keep it physical, make as many balls as possible and keep my running shoes on,"" Barty said.

Barty's victory means that for the first time ever there have been 14 different winners in 14 WTA events so far this season.

Pliskova, who will rise to fourth in the rankings despite a disappointing final, badly struggled with her serve and movement, off the pace mentally and physically after reaching the quarter-finals or better in her five prior tournaments this year.

""She played well and I was super tired,"" said the Czech. ""The conditions were different to the night matches I played. For sure I could play better but she went for it in the tie-break.

""The first set was key for the match and one I should have won.It was tough to fight in the second.""

The 27-year-old Czech , who beat Barty 6-4, 6-4 in the round of 16 at last year's US Open, came into the final with 31 aces, most in the women's draw, but she won only 65 per cent of points on her first serve compared to 86 per cent from Barty.

""She served great,"" said Pliskova who defeated Simona Halep in the semi-finals and denied the Romanian the chance to reclaim the world number one ranking.

'Amazing fortnight'

When the Australian double faulted at 1-1 to hand Pliskova an early break, it wasn't the start Barty sought and more errors in the following game allowed Pliskova to extend her lead.

Barty then began to settle down and crisply struck a forehand winner to break Pliskova for the first time.

The Aussie started superbly in the tie-breaker, moving 5-1 ahead before Pliskova hit long to seal the set for Barty, who broke early in the second set to signal it would be her day.

""It's been an amazing fortnight of tennis and it's pretty cool to have played a good match on such a big stage.

""It was always going to be a match of small opportunities so getting the first set was massive.

""There were zero expectations coming into this tournament, I just saw it as an opportunity to get better every day but I have grabbed my chance with both hands."
https://www.si.com/tennis/2019/04/17/petra-kvitova-podcast-comeback-tiger-woods-masters-2019-goals-wta,"On the latest edition of the Beyond the Baseline Podcast, World No. 3 Petra Kvitova joins the podcast during her week off, in between practices in Prague, Czech Republic. Kvitova talks with Wertheim about the impact of her runner-up finish at the 2019 Australian Open; why it was important for her to take a break in mid-April; her 2019 season goals; her thoughts on Tiger Woods, his comeback and his Masters victory on Sunday; and more. Afterwards, Wertheim and Jamie Lisanti also discuss some tennis headlines and the Mailbag question of the week: What are the best tennis accounts to follow on social media? Jon Wertheim: When you leave Melbourne like that, what are your emotions after a tournament where you play so well and you so come so close? Can you leave a major like that happy, or does it still sting a little bit?

Petra Kvitova: No, I wasn't happy to be honest. I mean, of course, I've been in the finals. But on the other hand I know how winning Grand Slams feels like and you know for me, it was a great two weeks but on the other hand, I lost in the final. It's not great for me, so I'm always kind of trying to be better after a loss like that in the final. But you know in a couple of days afterwards, I realize that how great the tournament was for me."
http://www.tennis-x.com/xblog/2019-04-19/29987.php,"Novak Djokovic suffered his third straight pre-semifinal loss in a Masters on Friday after being stunned by 14th-ranked Daniil Medvedev 6-3, 4-6, 6-2 in the Monte Carlo quarterfinals.

On a breezy day, the top seed struggled on serve getting broken twice in the opening set and three times in the deciding, and in several cases he was leading big in those games.

“He’s got a very solid backhand. He doesn’t make many mistakes from the backhand. He hits it very low with depth. A windy day like today, conditions are changing every single game. It’s kind of tough to find the rhythm, and he doesn’t give you much rhythm,” Djokovic said. “He improved his movement a lot since last year. He definitely deserves to be where he is.”

Djokovic has failed to reach the semifinals at all three Masters events his season.

The 23-year-old Medvedev collected his first win over a World No. 1 and just second Top 10 victory. He had just two career clay match wins at tour level entering the week.

“It’s definitely the best match of my career. Not in terms of level of tennis, but definitely by the result. [It’s my] first Masters 1000 semi-final, beating No. 1 for the first time in my life,” Medvedev said. “Just amazing.”

Even more amazing is Medvedev’s draw. In his first Masters semi, he’ll face another first time final four participant at this level, the 48th-ranked Dusan Lajovic. Djokovic’s countryman edged qualifier Lorenzo Sonego 6-4, 7-5 to reach his biggest career semifinal. And he’s done so without dropping a set.

“Right now it’s a relief and I showed to myself that I could do it. The tournament is still not over but I’m extremely happy and satisfied with the way I’ve played this week,” the 28-year-old Lajovic said. “To be in the semifinals of a Masters, such a strong tournament, it’s really a big boost of confidence and I hope that it’s not the only one for the future.

Medvedev beat Lajovic in their only previous meeting last year indoors in Moscow.

Rafael Nadal kept it rolling, though it was a little tougher than expected in a 7-6(1), 6-3 win over fellow-lefty Guido Pella who held a break lead in the first at 4-1.

“It was a very tough first set physically and mentally, too. Losing the first three games with my serve was tough. But I found a way at the right time,” Nadal said. “I was lucky at 4-1, he had two points to be 5-1 and with 5-1 it’s almost impossible. I was lucky to escape that moment and then I played better… I’m very happy to be through. Being in the semifinals again here means a lot to me.”

The 11-time Monte Carlo champion has won his last 18 matches at the event, and overall 15 straight on clay.

Next for Rafa will be someone who has defeated him on his favorite surface, Fabio Fognini. The Italian, though, should count his lucky stars as he found himself down and out a set and a break to the bad against Borna Coric before rallying for a 1-6, 6-3, 6-2.

Fognini won 12 of the last 15 games to deny the Croat.

“I think I was a little bit lucky,” said Fognini, who will face 11-time champion Rafael Nadal in the last four. “I’m happy because I’m playing my second semi-final here. Happy because of course I’ve tried to do my best all week and now it’s time to play with a really good player.”

Nadal leads Fognini 11-3 with all three losses in 2015.

“Everywhere it’s difficult with him. I’ll just try to enjoy this match, try to recover as best I can, eat well, sleep well, play with Federico (son) a little bit before I sleep and tomorrow is another day,” Fognini said. “I’ll try to do my best game. I know that it’s difficult, but I have the game to play against him.”

It’s the 31-year-old Fognini’s third career Masters semifinal, second in Monte Carlo after 2013.

“He’s one of the biggest talents in this sport,” said Nadal of Fognini. “He’s able to win against anybody when he’s playing well and I believe he’s playing well.”

Nadal is the only player of the remaining four to have reached a Masters final."
https://www.foxsports.com.au/tennis/sam-stosur-loses-in-3-sets-to-aryna-sabalenka-for-belarus-to-lead-australia-10-in-fed-cup-semi/news-story/4f3289da74a43ef1a76c0b8a52653a6a,"It’s a job not quite half done for Ashleigh Barty, who will embrace the moment on a “massive day” for Australian tennis after Saturday’s honours were split in their Fed Cup semi-final against Belarus in Brisbane.
Ipswich’s world No.9 oozed class on Pat Rafter Arena as she got the better of doubles partner and former world No.1 Victoria Azarenka to level the tie 1-1 following Samantha Stosur’s stoic three-set loss to Aryna Sabalenka.

Barty’s 7-6 (7-2) 6-3 defeat of the two-time Australian Open champion showed off all the attributes that have shot the 22-year-old into the top 10, while team captain Alicia Molik thought Stosur played some of the best tennis of her 20-year career on home soil in a gallant 7-5 5-7 6-3 loss to the world No.10."
https://timesofindia.indiatimes.com/sports/tennis/top-stories/nadal-battles-past-pella-into-14th-monte-carlo-semi-final/articleshow/68958776.cms,"MONACO: Rafael Nadal had to battle to reach the semi-finals of the Monte Carlo Masters for the 14th time on Friday as he beat Guido Pella of Argentina 7-6 (7/1), 6-3.
A marathon opening set with eight breaks of serve took one hour, 20 minutes before Nadal won it in a tiebreaker.He served for victory leading 5-2 in the second set only to drop serve again, but recovered to take the win as Pella double-faulted.
The 11-time champion has not lost at the tournament since a 2015 semi-final defeat against Novak Djokovic and he now stands 71-4 at the event.
He will face either Croatia's Borna Coric or Fabio Fognini of Italy for a place in the final."
https://www.foxsports.com.au/tennis/serena-williams-opens-up-on-us-open-meltdown/news-story/bf938a046ccc0268c48740b8d8c792e1,"Serena Williams opens up on US Open meltdown
TENNIS
April 3, 2019 4:22pm
Source: NY Post
Serena Williams opens up on US Open controversy.
Serena Williams opens up on US Open controversy.
Source: AFP
Hindsight is 20/20 for Serena Williams.
During a “Today Show” appearance on Thursday, the tennis star got candid about her unruly outburst during last year’s US Open.

“Literally just back from having the baby, looking back, I don’t know how I did that,” she said of making her way to the final match exactly one year after giving birth to her daughter, Alexis Ohanian Jr.


“And I had the audacity to be upset when I didn’t win, and I’m like, ‘Why am I angry? This is beyond amazing,’” she said.

Williams, 37, who was on the morning talk show to promote her partnership with Pampers, seems to have moved on from her on-court meltdown in which she blasted umpire Carlos Ramos after he suspected she was taking signals from her coach in the stands.

Williams called Ramos a “thief” and a “liar,” and eventually broke her tennis racket in a one-sided, 6-2, 6-4 loss to Naomi Osaka. She was penalised a game for the outburst.

“You owe me an apology,” Williams yelled to Ramos on live television. “I’ve never cheated in my life. I have a daughter and stand for what’s right for her"
https://www.tennis.com.au/news/2019/03/31/rogowska-takes-canberra-title,"Unseeded Olivia Rogowska took the ACT Claycourt International #2 title on Sunday with a 7-6(6) 6-3 victory over top seed and world No.136 Priscilla Hon.

Hon, who was in dominant form all week and was yet to drop a set on her way to the final, came out firing, breaking early before Rogowska surged to a 5-3 lead. However, Hon fought back to take the first set to a tiebreak.

Rogowska stood firm to take the first set, and while there were multiple breaks in the second, it was again the Victorian who held her nerve to close out the match.

View image on TwitterView image on TwitterView image on TwitterView image on Twitter

Tennis ACT
@TennisCanberra
 Congratulations to our ACT Claycourt International #2 champion, Olivia Rogowska (Vic), who defeated Priscilla Hon (Qld) 7-6(6) 6-3.

Olivia's 16th #itfworldtennistour 🏆.#ACTClayIntl #protour @ITF_Tennis @oliviarogowska @TennisAustralia #GoAussies

22
11:23 PM - Mar 30, 2019
See Tennis ACT's other Tweets
Twitter Ads info and privacy
“Priscilla’s been playing extremely well so I knew it was going to be very tough today,” Rogowska said. “I played well on the important points and that’s really what got me through. After that first set, which could have gone either way, I was just really happy to close it out.”

The 27-year-old now boasts an impressive 17-2 record from her last four outings in Canberra, which includes winning the Apis Canberra International 2017 title – and a semifinal showing last week.

“Coming into these two weeks my goal was to be as professional as I could with my routine, be as tough as possible, and try and get as many matches as I could. I achieved all of that and its great preparation for the rest of the year,” she said."
https://www.thehindu.com/sport/tennis/maggie-amritraj-breathes-her-last/article26899400.ece,"It is a huge loss and a void in our lives, says son Anand
Margaret Amritraj, popularly known as Maggie and mother of former Indian tennis players Anand, Vijay and Ashok, breathed her last on Saturday morning after a prolonged illness. She was 92 and is survived by her three sons and their families.

A former tennis player herself, Maggie was instrumental in getting her sons into tennis and was a multi-faceted personality.

Speaking to The Hindu, Anand, the oldest of the Amritraj brothers and a former India Davis Cup player and captain, said, “She was the biggest influence in my life, not just in tennis. Couldn’t have asked for a better mother. She has been the most constant figure in my life, even in the last 10 years, when she has not been able to travel. I am sure both my brothers will say the same.

“She was extremely proud of all her sons. It is a huge loss and a huge void in our lives. We always knew she was there. Even if she wasn’t well or she wasn’t speaking well, we knew she was there. Now that’s gone.”


Despite a burn accident in 1964 and a severe injury to her right hand in 1968, Maggie played a key role in guiding her sons even as she ran her own business. Nobody has captured this better than Vijay, India’s most successful singles player, in his autobiography."
http://www.tennisnow.com/Blogs/NET-POSTS/April-2019/Berdych-Receives-Madrid-Wild-Card.aspx,"Berdych has been awarded a wild card into the Mutua Madrid Open set for May 3rd-12th.

More: Rafa Inspired By Tiger's Comeback. I just spoke to the director of the Mutua Madrid Open, Feliciano Lopez, and he just confirmed to me a wild card,"" Bedych said. ""So I'm really glad to be coming back for this great event. I have very good memories for this tournament.""

Berdych, who was sidelined for the final six months of 2018 battling a back injury, opened the 2019 season reaching the Doha final where he fell to Roberto Bautista Agut.

The 33-year-old Czech has posted a 12-6 record this season.

Berdych, who lost to Lopez in Indian Wells, was 2012 Madrid runner-up to Roger Federer.

The 98th-ranked Czech joins retiring Spaniard David Ferrer and NextGen Canadian star Felix Auger-Aliassime as the third men's wild card awarded by tournament director Feliciano Lopez."
